num_items,has_electronics,state,order_total,avg_item_price,will_reorder
6,0,MA,462.06,77.01,0
4,0,OR,907.49,226.87,1
2,0,IN,842.77,421.38,0
6,0,AZ,857.58,142.93,0
2,1,SD,1098.87,549.43,1
6,0,AZ,603.45,100.58,0
1,1,TX,512.69,512.69,1
3,0,AZ,1286.61,428.87,0
2,1,SD,369.14,184.57,0
6,0,CA,311.36,51.89,1
3,1,OR,72.63,24.21,0
2,1,MA,355.34,177.67,1
5,1,MA,801.87,160.37,1
6,0,KS,830.84,138.47,0
5,0,IN,418.91,83.78,0
1,1,IN,154.8,154.8,0
6,0,CO,1129.73,188.29,1
1,0,KS,1149.06,1149.06,0
3,0,MA,1496.86,498.95,1
2,0,MN,1355.04,677.52,0
4,0,SD,1392.79,348.2,0
1,0,SD,1207.4,1207.4,0
4,0,AZ,942.48,235.62,0
4,0,KS,236.39,59.1,0
2,0,FL,952.35,476.18,1
3,0,IN,131.14,43.71,0
2,0,AZ,1333.68,666.84,0
6,1,IL,748.64,124.77,1
1,1,AZ,1061.34,1061.34,1
4,1,FL,125.75,31.44,1
2,1,CA,824.66,412.33,1
2,0,MN,486.83,243.42,1
2,1,IL,463.2,231.6,1
1,0,MN,615.0,615.0,0
3,1,AZ,50.93,16.98,0
2,0,IN,726.66,363.33,0
1,1,OH,755.52,755.52,1
4,0,SD,1301.54,325.38,0
6,0,FL,700.36,116.73,1
5,1,OH,577.16,115.43,1
1,0,SD,1492.38,1492.38,0
5,0,MA,878.26,175.65,1
2,0,IL,735.29,367.64,1
2,0,SD,769.11,384.56,0
1,0,FL,1223.31,1223.31,1
5,1,NE,543.98,108.8,0
2,0,OH,614.28,307.14,1
4,0,CA,1146.02,286.5,1
3,0,FL,155.83,51.94,1
3,1,FL,1304.5,434.83,1
2,1,ND,673.79,336.9,0
5,1,IL,892.87,178.57,1
6,1,ND,1148.34,191.39,1
2,1,MN,435.78,217.89,0
6,1,MA,1340.96,223.49,1
6,1,IN,1469.88,244.98,1
5,0,IN,766.7,153.34,0
6,1,MA,1408.56,234.76,1
4,0,SD,51.64,12.91,0
5,1,OR,1346.64,269.33,1
2,1,ND,501.02,250.51,0
4,1,NE,501.67,125.42,1
1,1,OH,380.73,380.73,1
3,0,MA,509.67,169.89,0
2,0,WA,359.55,179.78,0
2,0,AZ,1363.51,681.76,0
2,1,SD,1353.58,676.79,0
4,1,MA,198.21,49.55,1
1,1,ND,257.14,257.14,0
5,1,NE,1299.93,259.99,1
1,1,NE,628.46,628.46,0
4,1,FL,295.44,73.86,1
2,1,TN,790.47,395.24,1
3,1,FL,654.17,218.06,1
2,1,IL,367.78,183.89,1
5,0,IL,1095.09,219.02,1
6,1,MA,965.37,160.9,1
3,0,MN,194.51,64.84,0
2,0,TX,1391.81,695.9,1
3,1,MI,859.78,286.59,1
6,0,OR,412.8,68.8,0
1,1,MA,349.12,349.12,1
4,0,MI,247.12,61.78,0
2,0,ND,665.72,332.86,0
5,0,AZ,246.53,49.31,0
1,0,OR,652.93,652.93,0
2,0,IL,265.72,132.86,0
1,0,OR,1002.37,1002.37,0
5,0,FL,1188.6,237.72,1
2,0,AZ,846.81,423.4,0
6,0,MA,1036.08,172.68,1
6,1,SD,1410.65,235.11,1
5,0,SD,975.64,195.13,0
3,1,MI,578.03,192.68,1
5,1,MI,701.75,140.35,1
3,0,MN,1297.76,432.59,0
2,1,MI,239.54,119.77,0
3,1,CO,522.32,174.11,1
2,1,ND,887.06,443.53,1
2,0,IN,1030.76,515.38,0
4,1,CA,1157.07,289.27,1
2,1,KS,511.4,255.7,0
3,0,WA,261.5,87.17,0
4,0,CA,1434.52,358.63,1
4,0,TX,160.77,40.19,1
2,1,ND,188.92,94.46,0
5,0,NE,767.67,153.53,0
5,1,KS,1237.94,247.59,1
6,0,IN,1173.03,195.5,0
4,1,AZ,1409.66,352.42,1
2,0,TX,255.32,127.66,1
5,0,ND,594.8,118.96,0
2,0,WA,459.11,229.56,0
2,0,TX,1298.26,649.13,1
4,0,KS,758.11,189.53,0
6,0,TX,88.93,14.82,1
4,0,MI,1076.55,269.14,0
1,1,TX,613.61,613.61,1
5,1,MA,820.16,164.03,1
5,0,TX,1345.99,269.2,1
5,0,KS,422.27,84.45,0
3,0,AZ,398.38,132.79,0
2,1,OH,431.63,215.82,1
4,0,TX,540.26,135.06,1
5,0,OH,205.66,41.13,1
1,0,TN,1060.97,1060.97,0
5,1,MA,350.73,70.15,1
6,0,WA,1392.91,232.15,0
2,1,AZ,362.75,181.38,0
2,0,OR,420.68,210.34,0
4,0,SD,480.68,120.17,0
3,0,WA,1164.38,388.13,0
4,0,CA,670.03,167.51,1
5,0,TX,1238.04,247.61,1
6,0,WA,1188.04,198.01,1
1,0,IN,1397.76,1397.76,0
4,0,FL,1147.08,286.77,1
3,0,AZ,125.27,41.76,0
4,1,MA,1264.06,316.02,1
2,0,KS,1410.21,705.1,0
5,1,CO,1490.85,298.17,1
5,0,MN,231.64,46.33,1
5,0,MN,939.25,187.85,1
5,0,OR,339.22,67.84,0
5,0,CA,430.64,86.13,1
5,0,AZ,1131.1,226.22,0
1,0,WA,1467.62,1467.62,0
3,1,KS,912.54,304.18,1
5,0,MA,1283.35,256.67,1
3,0,AZ,62.88,20.96,0
6,0,CO,103.12,17.19,0
5,0,MA,915.25,183.05,1
4,1,SD,614.03,153.51,0
5,0,IL,1340.15,268.03,1
2,0,CO,487.87,243.94,0
1,0,AZ,676.47,676.47,0
4,0,SD,815.47,203.87,0
4,1,MA,445.91,111.48,1
2,1,CA,1367.32,683.66,1
5,0,CO,723.57,144.71,1
1,0,OR,665.03,665.03,0
4,1,OR,1282.14,320.54,1
1,0,ND,502.37,502.37,0
4,0,TN,1235.32,308.83,1
5,1,FL,227.3,45.46,1
6,0,IL,315.04,52.51,1
4,0,OR,1428.72,357.18,0
6,0,TN,1271.55,211.92,1
4,1,WA,612.45,153.11,1
3,0,KS,975.76,325.25,0
5,1,MN,1417.31,283.46,1
2,1,KS,357.2,178.6,0
6,0,AZ,135.57,22.6,0
2,0,TN,829.33,414.66,0
5,0,FL,256.77,51.35,1
2,0,WA,321.61,160.8,0
5,1,CA,1342.73,268.55,1
2,0,AZ,60.74,30.37,0
6,0,SD,1234.39,205.73,0
3,1,IL,799.58,266.53,1
2,0,ND,860.98,430.49,0
6,1,MN,1024.06,170.68,1
4,1,CA,675.6,168.9,1
5,0,CO,217.64,43.53,0
1,0,NE,199.09,199.09,0
1,1,IL,1143.83,1143.83,1
5,1,IL,370.5,74.1,1
3,0,IN,90.75,30.25,0
2,0,MI,1470.44,735.22,0
3,0,CA,1471.57,490.52,1
1,0,NE,598.3,598.3,0
6,0,CO,87.01,14.5,0
5,0,NE,1104.53,220.91,0
5,0,TX,1254.97,250.99,1
3,0,MN,231.27,77.09,0
6,1,OR,246.41,41.07,1
3,1,TX,1242.22,414.07,1
2,0,WA,1386.77,693.38,0
4,0,TX,1196.59,299.15,1
6,0,OR,341.08,56.85,1
4,0,MI,646.71,161.68,1
2,1,MA,921.22,460.61,1
4,0,CA,282.43,70.61,0
1,1,OH,355.37,355.37,1
4,0,KS,460.18,115.04,0
2,1,MI,788.79,394.4,1
4,0,ND,790.67,197.67,0
5,0,OR,1230.73,246.15,1
3,0,FL,1141.86,380.62,1
1,1,OH,1374.92,1374.92,1
5,1,CA,1257.71,251.54,1
5,1,IL,418.12,83.62,1
2,1,ND,530.38,265.19,0
3,1,IN,775.61,258.54,1
3,0,WA,70.69,23.56,0
6,0,MN,1360.66,226.78,0
1,1,FL,114.3,114.3,1
2,1,MI,517.54,258.77,1
1,1,IN,875.3,875.3,1
6,0,CA,800.87,133.48,1
4,0,TX,998.97,249.74,1
5,1,IL,814.9,162.98,1
1,0,IN,382.05,382.05,0
5,0,NE,341.56,68.31,0
2,1,MN,1365.51,682.76,1
4,1,IN,432.75,108.19,1
2,0,MA,457.42,228.71,0
4,1,CA,648.78,162.2,1
4,1,NE,252.19,63.05,0
5,1,OH,785.55,157.11,1
2,1,KS,1014.3,507.15,1
2,0,MN,1189.7,594.85,0
1,0,OH,1081.61,1081.61,1
2,0,TX,264.07,132.04,0
1,0,OR,711.3,711.3,0
3,0,CA,105.95,35.32,1
3,0,ND,75.81,25.27,0
3,0,AZ,688.19,229.4,0
6,0,FL,416.79,69.46,1
2,0,ND,1040.87,520.43,0
6,1,MA,1100.15,183.36,1
2,0,ND,1348.34,674.17,0
1,0,FL,1152.99,1152.99,1
6,0,TX,119.95,19.99,1
6,0,KS,588.85,98.14,0
6,1,MA,445.88,74.31,1
4,0,CO,609.89,152.47,0
1,0,CA,282.11,282.11,1
3,0,SD,191.67,63.89,0
1,0,IL,805.43,805.43,0
4,0,AZ,1094.55,273.64,0
2,0,FL,1067.77,533.88,1
1,0,SD,703.87,703.87,0
6,1,CO,807.3,134.55,1
3,1,ND,798.68,266.23,1
3,0,TX,1052.78,350.93,1
2,0,OH,119.49,59.74,1
1,0,ND,1079.35,1079.35,0
4,0,CA,894.19,223.55,1
2,0,MI,337.26,168.63,0
1,1,CA,121.14,121.14,1
5,0,MI,207.37,41.47,0
3,1,MI,810.8,270.27,1
4,0,MA,1149.69,287.42,0
6,1,TX,535.25,89.21,1
4,1,AZ,599.73,149.93,1
6,1,ND,1404.51,234.08,1
4,0,MA,358.87,89.72,0
3,1,MN,200.44,66.81,1
6,1,KS,547.94,91.32,1
1,1,CO,1131.59,1131.59,1
6,0,CO,957.81,159.64,1
2,1,WA,652.9,326.45,0
1,0,IL,1448.89,1448.89,1
2,0,NE,1115.74,557.87,0
4,1,NE,139.7,34.92,0
1,0,IN,1129.72,1129.72,1
4,0,CA,84.86,21.22,1
5,0,NE,992.97,198.59,0
4,1,IL,355.2,88.8,1
4,0,NE,1059.84,264.96,0
2,0,TX,499.18,249.59,1
6,0,TX,1315.86,219.31,1
5,1,MN,538.53,107.71,1
4,0,TX,948.56,237.14,1
4,1,SD,464.59,116.15,1
5,0,NE,1379.97,275.99,0
5,1,TN,1182.44,236.49,1
1,1,MA,402.79,402.79,1
2,0,TX,1425.76,712.88,1
5,0,IL,567.88,113.58,1
5,1,TN,995.2,199.04,1
3,0,IN,1127.14,375.71,1
6,0,MA,83.21,13.87,1
5,1,WA,1440.5,288.1,1
2,1,NE,549.44,274.72,0
6,0,SD,325.18,54.2,0
6,0,MI,1283.53,213.92,1
4,0,OH,1069.2,267.3,1
4,0,SD,175.78,43.94,0
4,1,MN,219.71,54.93,1
4,1,TN,1087.03,271.76,1
3,1,KS,158.44,52.81,0
5,0,TX,1379.9,275.98,1
4,0,KS,1125.23,281.31,1
1,0,OR,536.46,536.46,0
4,0,SD,576.26,144.06,0
5,1,KS,784.42,156.88,1
4,0,MI,573.41,143.35,1
3,1,TN,1186.03,395.34,1
2,1,MA,1463.37,731.68,1
2,1,WA,897.56,448.78,0
5,1,WA,696.75,139.35,1
2,1,KS,373.02,186.51,0
2,0,CO,997.48,498.74,0
1,0,WA,1044.09,1044.09,0
5,0,MN,1043.53,208.71,1
5,0,KS,89.13,17.83,0
2,1,TX,1353.73,676.86,1
2,1,OR,540.25,270.12,1
2,0,CO,1129.04,564.52,0
6,0,NE,1151.72,191.95,0
3,0,OH,993.3,331.1,1
4,1,CA,622.56,155.64,1
3,1,CO,932.16,310.72,1
5,1,IL,108.29,21.66,1
1,0,ND,1154.75,1154.75,0
4,0,MA,194.4,48.6,0
1,1,NE,625.29,625.29,0
6,1,KS,200.25,33.38,0
5,0,SD,1263.76,252.75,0
6,1,TX,847.94,141.32,1
5,0,FL,1051.88,210.38,1
1,1,OH,1039.74,1039.74,1
1,1,WA,1270.33,1270.33,0
1,1,AZ,242.23,242.23,0
5,0,TN,1006.61,201.32,0
2,0,OH,883.94,441.97,0
1,1,MN,94.8,94.8,1
6,1,NE,342.06,57.01,1
4,0,CA,437.98,109.5,1
5,1,CO,155.21,31.04,1
6,0,MN,564.34,94.06,1
3,1,CA,89.44,29.81,1
3,1,OH,852.12,284.04,1
4,0,OH,356.68,89.17,1
2,0,WA,466.15,233.08,0
1,0,CO,1370.18,1370.18,0
5,0,KS,779.08,155.82,0
6,0,OR,440.07,73.34,0
1,1,TX,917.77,917.77,1
6,1,NE,342.42,57.07,0
5,0,TN,157.87,31.57,1
3,0,NE,80.31,26.77,0
1,0,SD,1429.72,1429.72,0
4,0,MN,1100.69,275.17,0
2,0,KS,1209.92,604.96,0
4,1,IL,1472.33,368.08,1
2,1,AZ,1400.86,700.43,1
6,0,TX,1118.52,186.42,1
1,1,CO,1056.28,1056.28,1
1,1,OH,538.43,538.43,1
2,0,OR,200.83,100.42,0
3,1,WA,881.9,293.97,0
5,1,FL,885.57,177.11,1
4,0,WA,1430.74,357.68,0
6,0,IL,691.73,115.29,1
4,1,TN,1051.67,262.92,1
4,1,AZ,883.71,220.93,0
6,0,OR,306.3,51.05,0
6,0,SD,908.49,151.42,0
1,0,MI,833.17,833.17,0
4,1,SD,766.16,191.54,0
5,0,TX,794.46,158.89,1
5,1,FL,287.78,57.56,1
2,0,NE,722.04,361.02,0
6,0,IL,928.2,154.7,1
1,0,IL,759.7,759.7,1
5,0,ND,758.59,151.72,0
3,0,IN,162.4,54.13,0
1,0,KS,326.62,326.62,0
1,0,OR,515.41,515.41,0
5,0,ND,658.05,131.61,0
3,0,OH,911.21,303.74,1
2,0,CA,1301.85,650.92,1
5,1,KS,280.79,56.16,0
3,1,FL,71.88,23.96,1
1,1,MA,701.39,701.39,0
3,0,OH,676.55,225.52,1
1,0,OR,850.26,850.26,0
5,0,MN,1258.17,251.63,1
6,0,ND,1213.42,202.24,0
5,1,CA,195.06,39.01,1
4,0,MI,1404.29,351.07,0
4,0,TX,210.1,52.52,1
4,0,CO,970.13,242.53,1
5,1,IN,1024.99,205.0,1
2,1,IL,1035.82,517.91,1
5,0,IL,434.76,86.95,1
6,0,SD,529.0,88.17,0
3,1,TX,845.58,281.86,1
5,1,MI,339.4,67.88,1
5,0,CO,79.45,15.89,0
1,0,TX,865.11,865.11,1
1,1,MN,724.65,724.65,1
1,1,CO,1002.26,1002.26,1
5,0,WA,262.72,52.54,0
2,0,WA,1269.34,634.67,0
3,1,TX,262.02,87.34,1
3,1,CO,1342.45,447.48,1
6,1,CO,701.81,116.97,1
2,1,IN,847.22,423.61,1
2,0,OH,1350.04,675.02,1
3,1,SD,484.87,161.62,0
4,0,MI,313.65,78.41,0
1,1,FL,696.34,696.34,1
1,0,OR,404.33,404.33,0
3,1,IL,815.37,271.79,1
2,0,CA,449.12,224.56,1
6,0,ND,1303.51,217.25,0
4,0,MI,930.62,232.66,0
3,1,CO,50.35,16.78,1
1,1,MI,1217.94,1217.94,1
5,1,CO,528.81,105.76,1
2,0,CA,514.3,257.15,1
5,0,NE,605.44,121.09,0
6,1,MN,963.88,160.65,1
3,1,MI,690.99,230.33,1
1,1,SD,961.52,961.52,0
4,1,MA,262.83,65.71,0
5,1,IL,1456.74,291.35,1
4,0,ND,1107.93,276.98,0
6,1,CA,412.8,68.8,1
1,1,SD,1100.05,1100.05,0
5,1,IN,883.79,176.76,1
6,1,MA,208.32,34.72,1
4,0,IL,308.38,77.1,1
4,0,TN,109.9,27.48,0
5,0,WA,1223.4,244.68,0
1,0,IN,849.97,849.97,1
4,1,IL,509.29,127.32,1
3,1,TN,233.2,77.73,1
6,0,OH,751.87,125.31,1
5,0,IL,811.63,162.33,1
2,1,OH,1067.83,533.92,1
2,1,TX,1456.41,728.2,1
1,0,WA,680.67,680.67,0
3,1,MA,638.75,212.92,1
4,0,OH,586.4,146.6,1
2,0,CO,1249.04,624.52,0
1,0,MA,276.66,276.66,0
6,0,CA,548.53,91.42,1
3,0,MA,1101.21,367.07,0
3,1,OH,72.76,24.25,1
1,1,OH,469.6,469.6,1
1,0,AZ,980.1,980.1,0
4,0,IN,319.63,79.91,0
1,0,TN,488.93,488.93,0
4,1,MA,754.77,188.69,1
4,1,AZ,661.93,165.48,1
5,0,TN,203.74,40.75,0
3,0,MI,1410.44,470.15,0
6,1,OH,114.22,19.04,1
3,0,ND,1137.13,379.04,0
3,0,OH,153.56,51.19,1
5,1,MN,727.58,145.52,1
4,0,FL,304.35,76.09,1
4,0,IN,254.59,63.65,1
1,0,KS,232.55,232.55,0
5,0,IL,706.54,141.31,1
1,1,ND,797.45,797.45,0
5,1,OH,243.41,48.68,1
1,1,MN,1470.12,1470.12,1
2,1,MN,423.76,211.88,1
3,0,ND,715.32,238.44,0
3,1,KS,363.59,121.2,0
6,1,WA,766.19,127.7,1
4,0,FL,1146.22,286.56,1
6,0,CA,805.6,134.27,1
2,1,OR,464.19,232.1,1
6,1,OH,410.18,68.36,1
3,0,NE,1150.45,383.48,0
4,0,KS,221.45,55.36,0
2,1,CA,586.45,293.23,1
3,0,OH,269.65,89.88,0
1,1,OR,424.06,424.06,1
5,0,TX,271.39,54.28,1
2,1,MI,1335.82,667.91,1
4,0,TX,1111.26,277.82,1
6,0,MA,863.34,143.89,1
6,0,CA,375.42,62.57,0
2,0,OH,789.83,394.92,1
4,1,CO,805.21,201.3,1
2,0,TN,906.09,453.04,1
4,0,IN,137.12,34.28,0
6,0,KS,1460.71,243.45,0
3,1,MN,724.89,241.63,1
1,1,MI,1393.47,1393.47,1
3,0,CA,64.22,21.41,0
1,1,SD,408.96,408.96,0
6,1,IL,200.79,33.46,1
3,1,FL,1165.94,388.65,1
3,0,FL,514.18,171.39,1
2,1,WA,1268.71,634.36,1
5,0,FL,1256.96,251.39,1
6,0,TX,1018.3,169.72,1
4,0,NE,1015.38,253.84,0
6,0,TX,1065.23,177.54,1
4,0,MN,1026.96,256.74,0
4,1,AZ,611.02,152.76,1
1,0,WA,1040.1,1040.1,0
4,0,WA,1351.24,337.81,0
4,0,OR,532.23,133.06,0
2,0,SD,1420.09,710.04,0
3,0,NE,69.69,23.23,0
6,0,FL,556.17,92.7,1
6,0,CO,241.54,40.26,1
4,0,NE,233.6,58.4,0
5,0,KS,1232.37,246.47,0
6,0,ND,1381.63,230.27,0
4,1,AZ,1177.75,294.44,1
1,1,IN,1466.09,1466.09,1
1,1,SD,363.68,363.68,0
1,0,SD,254.16,254.16,0
4,0,ND,805.02,201.26,0
2,1,CA,1252.1,626.05,1
5,0,OR,107.77,21.55,0
4,0,CA,1493.57,373.39,1
2,0,FL,923.26,461.63,1
2,0,TX,1469.47,734.74,1
6,0,CO,579.37,96.56,1
4,1,OH,714.13,178.53,1
4,0,MI,1140.92,285.23,1
2,1,KS,1199.42,599.71,0
2,0,SD,387.9,193.95,0
2,0,ND,1398.21,699.1,0
6,1,CA,1307.76,217.96,1
4,1,SD,76.4,19.1,0
2,0,OR,236.42,118.21,0
1,0,ND,769.34,769.34,0
4,1,CO,718.39,179.6,1
6,0,TX,1077.17,179.53,1
1,0,NE,180.08,180.08,0
3,1,SD,985.04,328.35,1
4,0,TN,943.74,235.94,1
3,0,IL,388.75,129.58,1
2,0,IN,836.47,418.24,0
6,0,IL,372.2,62.03,1
2,1,CO,263.04,131.52,0
6,0,AZ,881.05,146.84,1
5,1,IN,1467.34,293.47,1
2,0,SD,393.55,196.78,0
3,0,CA,565.24,188.41,1
6,0,CO,422.03,70.34,1
2,1,TX,436.37,218.18,1
4,1,NE,636.08,159.02,0
6,0,WA,1067.69,177.95,0
6,0,SD,106.27,17.71,0
2,0,NE,1437.83,718.92,0
5,1,TN,117.11,23.42,1
2,0,MA,1327.82,663.91,1
3,1,OR,1346.85,448.95,1
3,0,TX,810.51,270.17,1
6,0,MA,248.65,41.44,0
6,0,SD,869.46,144.91,0
2,0,OR,961.52,480.76,0
3,1,WA,1293.75,431.25,1
3,1,KS,848.8,282.93,1
5,0,CO,645.53,129.11,0
4,0,NE,1265.52,316.38,0
5,0,CO,1472.38,294.48,0
1,1,OR,985.4,985.4,1
5,0,SD,1317.86,263.57,0
2,0,OR,918.17,459.08,0
4,0,KS,1050.19,262.55,0
2,0,TX,1047.84,523.92,0
1,0,NE,1071.94,1071.94,0
4,0,FL,515.47,128.87,1
6,0,MI,884.71,147.45,1
3,1,IN,911.5,303.83,1
5,0,TN,506.85,101.37,0
2,0,CA,557.29,278.64,1
1,1,MA,1155.26,1155.26,1
3,0,ND,894.95,298.32,0
5,1,OH,266.36,53.27,1
3,0,TX,1264.57,421.52,1
5,0,MA,1330.52,266.1,1
6,0,WA,725.9,120.98,0
4,0,WA,352.92,88.23,0
3,1,OR,1424.03,474.68,1
3,0,SD,1329.29,443.1,0
3,0,IN,404.35,134.78,0
4,0,ND,188.61,47.15,0
1,0,OH,688.95,688.95,0
5,0,AZ,1030.78,206.16,0
6,0,IN,304.31,50.72,1
3,0,MI,794.16,264.72,0
4,1,MA,666.85,166.71,1
1,0,ND,1341.3,1341.3,0
5,1,MI,672.87,134.57,1
4,1,TX,823.98,206.0,1
6,0,NE,1435.16,239.19,0
6,1,OR,484.55,80.76,1
5,1,SD,469.04,93.81,1
3,0,TN,1209.41,403.14,0
6,1,AZ,452.43,75.4,0
1,0,MN,1256.21,1256.21,0
4,0,MA,188.53,47.13,0
1,1,WA,211.33,211.33,0
3,0,AZ,1356.92,452.31,0
1,0,CA,834.18,834.18,1
1,0,AZ,1092.28,1092.28,0
2,1,AZ,376.67,188.34,0
1,1,MI,291.1,291.1,0
5,0,OH,1260.68,252.14,1
4,1,AZ,570.0,142.5,0
2,0,OH,709.8,354.9,1
4,0,KS,90.56,22.64,0
4,1,CA,609.53,152.38,1
3,1,IN,1167.13,389.04,1
3,0,KS,1240.85,413.62,0
2,0,OR,1063.19,531.6,0
6,1,WA,1053.66,175.61,1
3,1,SD,784.05,261.35,0
3,1,CA,830.58,276.86,1
3,0,MN,1126.82,375.61,0
4,1,NE,408.59,102.15,1
2,1,TX,385.7,192.85,1
4,0,MA,1427.39,356.85,1
5,1,ND,90.15,18.03,0
4,1,CO,252.22,63.06,1
5,1,IN,876.98,175.4,1
1,1,MI,1119.86,1119.86,1
1,1,IN,829.94,829.94,1
5,1,MI,564.84,112.97,1
5,0,KS,1468.07,293.61,0
4,1,MI,1070.59,267.65,1
5,1,WA,1255.52,251.1,0
2,1,NE,108.36,54.18,0
1,0,MA,392.08,392.08,0
1,0,MA,592.55,592.55,0
6,0,WA,314.77,52.46,0
5,1,SD,155.7,31.14,0
3,1,KS,376.38,125.46,0
3,0,ND,823.77,274.59,0
5,0,TN,1058.83,211.77,0
2,0,FL,1172.33,586.16,1
3,0,IN,112.26,37.42,0
6,1,CO,670.58,111.76,1
5,0,MI,227.21,45.44,1
2,0,MN,675.24,337.62,0
2,0,OR,679.26,339.63,0
4,0,ND,772.41,193.1,0
2,1,WA,1344.6,672.3,1
3,0,NE,1217.39,405.8,0
3,1,NE,973.25,324.42,0
5,0,OH,1333.84,266.77,1
5,0,OH,1033.78,206.76,1
2,0,OR,1237.34,618.67,1
6,1,FL,867.48,144.58,1
1,0,OH,811.57,811.57,0
4,1,MA,1099.94,274.98,1
1,1,NE,78.55,78.55,0
2,0,WA,1051.05,525.52,0
2,1,IN,1405.05,702.52,1
1,1,WA,1085.22,1085.22,0
4,0,IL,103.35,25.84,0
1,0,MI,597.93,597.93,0
5,1,CO,1223.89,244.78,1
3,0,MN,1439.98,479.99,1
6,1,CO,586.74,97.79,1
5,0,SD,1269.73,253.95,0
3,0,AZ,1302.52,434.17,0
6,1,KS,228.77,38.13,0
6,1,NE,1276.39,212.73,0
6,0,TX,520.16,86.69,1
2,1,IL,910.19,455.1,1
6,0,FL,831.5,138.58,1
4,0,NE,1011.43,252.86,0
1,1,WA,1123.67,1123.67,0
4,0,TX,689.28,172.32,0
1,0,MI,1338.05,1338.05,0
5,0,FL,1223.77,244.75,1
5,1,CA,1188.86,237.77,1
1,0,FL,714.46,714.46,0
4,0,CA,104.48,26.12,1
1,1,SD,763.77,763.77,0
6,0,CA,1352.75,225.46,1
2,1,FL,326.15,163.07,1
5,1,IN,1474.76,294.95,1
2,0,KS,1221.15,610.58,0
6,0,MN,1079.25,179.88,1
6,0,NE,1031.88,171.98,0
5,1,CO,901.19,180.24,1
5,1,OH,1094.97,218.99,1
6,0,WA,661.76,110.29,0
3,0,MA,1275.67,425.22,0
2,0,SD,1059.7,529.85,0
2,0,AZ,1168.32,584.16,0
3,0,CO,1199.11,399.7,0
4,1,MA,183.5,45.88,1
2,0,FL,130.68,65.34,1
1,1,TN,1211.43,1211.43,1
6,0,MN,426.11,71.02,0
6,0,NE,893.86,148.98,0
3,0,OR,693.38,231.13,0
2,1,OR,81.96,40.98,0
4,0,CA,108.41,27.1,0
2,0,IL,1249.33,624.66,1
6,0,IL,931.13,155.19,1
5,1,IN,809.57,161.91,1
1,0,OH,1419.31,1419.31,1
3,0,MI,301.02,100.34,0
5,1,SD,424.06,84.81,0
4,1,OR,1147.27,286.82,1
5,0,KS,1174.09,234.82,0
5,1,CA,637.1,127.42,1
4,0,KS,1428.92,357.23,0
5,1,IN,1410.47,282.09,1
3,1,TX,67.99,22.66,1
6,0,CA,299.88,49.98,1
2,1,CO,1239.32,619.66,1
5,0,IL,536.06,107.21,1
3,0,IL,188.42,62.81,1
2,1,AZ,1188.25,594.12,1
2,1,MA,709.15,354.58,1
5,0,NE,764.0,152.8,1
3,0,FL,320.24,106.75,0
6,0,OH,1008.3,168.05,1
5,1,SD,849.3,169.86,0
4,1,ND,349.68,87.42,0
2,1,MN,543.48,271.74,1
5,0,CO,915.47,183.09,1
2,1,OR,1391.06,695.53,1
3,1,TN,1384.55,461.52,1
1,1,MN,467.46,467.46,0
5,0,MN,1116.65,223.33,1
6,0,NE,1174.5,195.75,0
5,0,MI,1222.79,244.56,0
2,1,AZ,877.61,438.8,1
3,0,IL,65.24,21.75,1
4,1,MA,1154.43,288.61,1
6,0,ND,204.57,34.1,0
3,1,NE,219.46,73.15,0
5,0,AZ,928.16,185.63,0
4,0,ND,1476.1,369.02,0
3,0,IL,401.68,133.89,1
1,0,SD,986.43,986.43,0
6,0,IL,490.3,81.72,1
2,1,NE,1353.15,676.58,1
3,0,IL,910.6,303.53,1
3,0,TX,350.84,116.95,1
1,0,TX,430.09,430.09,1
5,0,NE,677.1,135.42,0
6,0,SD,226.96,37.83,0
6,0,SD,164.16,27.36,0
2,0,IN,1036.09,518.04,0
3,0,NE,640.39,213.46,0
4,1,WA,1103.03,275.76,0
3,0,OR,209.58,69.86,0
2,0,CA,934.31,467.16,1
3,0,MI,692.79,230.93,0
1,1,IL,134.1,134.1,1
3,1,AZ,839.96,279.99,1
3,1,CO,170.07,56.69,1
4,0,IN,1250.19,312.55,1
1,1,IL,966.34,966.34,1
1,0,IL,857.6,857.6,1
3,0,AZ,243.53,81.18,0
6,1,TX,466.81,77.8,1
4,0,OR,764.67,191.17,1
3,1,NE,968.26,322.75,1
3,0,MN,315.68,105.23,0
2,1,WA,62.86,31.43,0
2,1,ND,549.9,274.95,0
6,0,CA,750.16,125.03,1
4,0,WA,317.43,79.36,0
5,0,KS,763.64,152.73,0
2,1,SD,540.8,270.4,0
5,0,ND,709.88,141.98,0
1,1,WA,553.81,553.81,0
2,1,NE,961.28,480.64,0
2,0,IN,112.2,56.1,1
4,0,OH,297.81,74.45,1
6,1,TN,677.49,112.92,1
5,0,WA,566.63,113.33,0
2,0,MN,617.87,308.94,1
2,0,MA,1215.45,607.72,0
4,0,WA,1335.18,333.8,0
4,1,AZ,410.57,102.64,1
6,0,MA,1262.77,210.46,0
5,1,IN,715.25,143.05,1
1,0,IL,447.04,447.04,1
6,1,SD,1478.91,246.48,1
1,0,SD,1245.96,1245.96,0
3,0,CA,1491.67,497.22,1
2,0,AZ,293.88,146.94,0
5,1,ND,258.57,51.71,0
6,1,MN,779.9,129.98,1
2,0,WA,976.03,488.02,0
